study_accession	ena_study_title	ena_study_description	host_final	host_final_from	body_site_final	body_site_final_from	body_site_final_detail
PRJNA1002411	Impact of intramuscular ceftiofur treatment on the gut microbiome and resistome of dairy cattle	Third-generation cephalosporins such as ceftiofur, are classified as critically important antibiotics because pathogens with resistance to these drugs contribute to high mortality rates and can be readily transmitted between individuals. Furthermore, these antibiotics are frequently administered in animals, emphasizing the crucial role they play in both human and veterinary medicine. Because metritis is a common condition requiring antibiotic treatment in dairy cattle, we sought to investigate the impact of intramuscular ceftiofur treatment on the abundance of resistant bacteria and resistance genes in the fecal microbiome. Twelve cows with metritis (cases) were enrolled and treated with ceftiofur for comparison to 12 matched untreated cows (controls). Fecal samples were collected from both groups prior to ceftiofur treatment of the cases and weekly for up to four weeks. The quantity of Gram-negative bacteria with resistance to ceftiofur, ampicillin, and tetracycline was determined using MacConkey lactose agar, while metagenomic next-generation sequencing was used to characterize the microbiome and resistome. Importantly, the treated cases had persistently higher levels of Gram-negative bacteria with resistance to ceftiofur but not to ampicillin or tetracycline. Persistently higher levels of genes encoding extended-spectrum beta-lactamase (ESBL) production were also observed in the treated cows from weeks 1-4. blaCMY-4, blaACI-1, cfxA5, and cfxA6 were the most abundant genes detected. Although no substantial changes in microbiota diversity were observed, some taxa differed in abundance post-treatment. Moreover, the abundance and diversity of plasmids and virulence genes were lower one week after treatment. Bacteroidetes and Escherichia coli were identified as the main bacterial hosts of ESBL genes, while an analysis of beta-lactamase-carrying contigs revealed the co-localization of ESBLs with plasmid and transposase genes, indicating their potential involvement in the horizontal transfer of these resistance genes. Together, these findings demonstrate the persistent effects of ceftiofur treatment on the abundance of resistant bacterial populations and ESBL genes in dairy cattle over a short time frame. Implementing strategies to limit the use of ceftiofur and other critically important antibiotics can be vital for preserving the efficacy of these antibiotics and safeguarding public and animal health.	Bos taurus	ena_host_field	GUT	sample_fields	gut: feces, gut
PRJDB18854	Gut microbiota of healthy Japanese adult	Shotgun metagenomic sequence of gut microbiota of healthy Japanese adult living in Chuo, Yamanashi, Japan.	Homo sapiens	ena_host_field	GUT	sample_fields	gut: feces, gut
PRJNA293625	fish Raw sequence reads	to elucidate the globefish intestinal microbiome	globefish	ena_host_field	GUT	sample_fields	gut: foregut, gut, hindgut
PRJNA1069780	metagenome from chicken feces	metagenome from chicken feces	Gallus gallus	ena_host_field	GUT	sample_fields	gut: feces, gut
PRJEB59350	deep shotgun DNA sequencing of 136 patientâs fecal samples (Parkinson vs Control)	This study includes deep shotgun DNA sequencing of 136 patientâs fecal samples (68 Parkinson vs 68 Control).	Homo sapiens	ena_study_text	GUT	sample_fields	gut: gut
PRJNA845803	Cattle virome metagenomics	Fecal virome	Grainfed Angus; Grassfed Angus	ena_host_field	GUT	sample_fields	gut: gut
PRJDB35189	Family Cohort Study Reveals Significant Fluctuations in Functional Microbiota in CRC (PRJCA038885)	This study examined the differences in gut flora between colorectal cancer (CRC) patients and their healthy partners. The study collected faecal samples from 41 CRC patients and 47 healthy partners for macro-genomic sequencing and bioinformatics analysis. The results of the study indicated that the intestinal flora of CRC patients had a significant increase in harmful bacteria and a decrease in beneficial bacteria. Specifically, bacteria associated with inflammation and cancer, such as Fusobacterium nucleatum and Bilophila wadsworthia, were found to be significantly more abundant in the gut flora of CRC patients, whereas bacteria with anti-inflammatory and metabolic functions, such as Phocaeicola and Roseburia intestinalis, were more abundant. Furthermore, the gut flora of healthy partners exhibited increased carbohydrate degradation, while the gut flora of CRC patients demonstrated enhanced amino acid metabolism. Subsequent association analyses indicated that a significantly higher proportion of strains within the CRC group exhibited a positive association with KEGG pathways that promote inflammation and activate cancer pathways. In contrast, strains within the healthy group demonstrated a positive association with pathways related to antimicrobial substance synthesis, lipid metabolism, amino acid metabolism and energy production. The findings of this study indicate that, despite the fact that patients suffering from CRC and healthy family members inhabit similar dietary and living environments, the presence of CRC significantly alters the composition and function of the intestinal flora, resulting in an increase in the abundance of harmful and cancer-promoting organisms, and a concomitant decrease in the abundance of beneficial bacteria. These findings provide new potential biomarkers and targets for intervention in the diagnosis and treatment of CRC.	Homo sapiens	ena_host_field	GUT	sample_fields	gut: gut
PRJEB90218	MPRINT - Mouse Maternal Antibiotics Transfer	Investigating effects of antibiotics exposure transplacentally, via breast milk, or by direct treatment	Mus musculus	ena_host_field	GUT	sample_fields	gut: feces, gut
PRJNA1232341	Piglet fecal microbial 16S rRNA sequencing data	16S rRNA sequencing data of fecal microorganisms of piglets at different ages and under different feeding methods (12d, 37d / sow milk, milk replacer). See the article for details.	Sus	ena_host_field	GUT	sample_fields	gut: colonic, gut
PRJEB86259	3D'omics: Histomonas challenge turkey trial	To be added	Gallus gallus	ena_host_field	GUT	sample_fields	gut: caecum, gut
PRJNA1119053	Generational study of hCom2 inoculated mouse	Metagenomic shotgun sequencing data of fecal samples from mice inoculated with hCom2 defined community. Data collected over 5 generations.	Mus musculus	ena_host_field	GUT	sample_fields	gut: stool
PRJEB106128	High-fat Diet Murine Fecal Metagenomics Dataset	Here, we present a longitudinal metagenomic dataset characterizing the impact of seven distinct high-fat diets on the murine gut microbiome over the course of one year. Shotgun metagenomic sequencing was performed on fecal samples collected at multiple timepoints, including baseline, during sustained high-fat feeding, and following dietary reversal to a low-fat control diet after four and nine months. This design enables the evaluation of both acute and long-term effects of dietary fat composition on microbiome structure and functional potential, as well as the persistence or reversibility of diet-induced microbiome changes. The study is integrated with complementary host- and metabolite-level measurements, providing a resource for investigating interactions between diet, the gut microbiome, and host physiology across time and dietary contexts.	Mus musculus	ena_study_text	GUT	sample_fields	gut: fecal, feces, gut
PRJNA1060484	Bacterial community of Misgurnus anguillicaudatus intestine Metagenome Metagenome	To inveatigate the changes in bacterial community structure of intestine after fecal microbiota transfer	fish	biome_label	GUT	sample_fields	gut: gut, intestinal, intestine
PRJNA640717	metagenomic sequencing in pork production chain	to learn the distribution of microbial diversity, antibiotic resistant genes, mobile genetic elements and virulence factors through the pork production chain	not applicable-XM19C1; not applicable-XM19E1; not applicable-XM19F1; not applicable-XM19F2; not applicable-XM19F7; not applicable-XM19M1; not applicable-XM19M2; not applicable-XM19M3; not applicable-XM19M4; not applicable-XM19W1	ena_host_field	GUT	sample_fields	gut: feces
